course_link,price,title,subject,level,institution,length,prerequisites,short_description,effort
"This course gives a comprehensive introduction to the theory and practice of distributed algorithms for designing scalable, reliable services.",,5 weeks,FREE,"Reliable Distributed Algorithms, Part 1",Computer Science,5 hours per week,https://www.edx.org/course/reliable-distributed-algorithms-part-1-kthx-id2203-1x,Advanced,KTHx
Learn fundamental agile concepts to enhance your software development skills.,None,6 weeks,FREE,Agile Software Development,Computer Science,2-3 hours per week,https://www.edx.org/course/agile-software-development-ethx-asd-1x,Introductory,ETHx
Learn how to forecast macroeconomic accounts and design an economic program for a case study country.,"Prior knowledge or completion of Financial Programming and Policies, Part 1 is recommended.",7 weeks,FREE,"Financial Programming and Policies, Part 2: Program Design",Economics & Finance,6-8 hours per week,https://www.edx.org/course/financial-programming-policies-part-2-imfx-fpp-2x,Intermediate,IMFx
"Learn the principles guiding humanitarian response to modern emergencies, and the challenges faced in the field today.",Missing,5 weeks,FREE,Humanitarian Response to Conflict and Disaster,Health & Safety,3-4 hours per week,https://www.edx.org/course/humanitarian-response-conflict-disaster-harvardx-ph558x,Introductory,HarvardX
"Learn the skills and information required to make more sustainable choices in everyday life related to food, energy, climate change and globalization.",,6 weeks,FREE,Sustainability in Everyday Life,Environmental Studies,6 hours per week,https://www.edx.org/course/sustainability-everyday-life-chalmersx-chm002x-0,Introductory,ChalmersX
Learn accounting and finance basics so you can effectively analyze business data to make key management decisions.,Missing,7 weeks,FREE,Management Accounting for Decision Making,Business & Management,5 hours per week,https://www.edx.org/course/management-accounting-decision-making-iimbx-ac102x,Introductory,IIMBx
Learn about the key beliefs and practices of Judaism through an examination of its sacred texts and their interpretation.,None,4 weeks,FREE,Judaism Through Its Scriptures,Humanities,6-10 hours per week,https://www.edx.org/course/judaism-through-its-scriptures-harvardx-hds3221-6x,Introductory,HarvardX
Explore how engineers design bridges and buildings in our communities and iconic structures around the world.,,5 weeks,FREE,The Engineering of Structures Around Us,Engineering,3-6 hours per week,https://www.edx.org/course/engineering-structures-around-us-dartmouthx-dart-engs-02-x,Introductory,DartmouthX
An introduction to archetypes of politics and contemporary issues of the inter-Korean relationship.,None.,8 weeks,FREE,"International Politics in the Korean Peninsula, Part 1",History,4-5 hours per module,https://www.edx.org/course/international-politics-korean-peninsula-snux-snu216b-226-1x-0,Introductory,SNUx
Learn the theory and practice of controller design by building and then position-stabilizing a propeller-levitated arm.,,4 weeks,FREE,Introduction to Control System Design - A First Look,Engineering,5-6 hours per week,https://www.edx.org/course/introduction-control-system-design-first-mitx-6-302-0x,Introductory,MITx
"Learn physical, computational, and measured-data approaches to state-space modeling and control, by building a copter-levitated arm and then designing and testing high-performance microcontroller-based positioning systems.","Calculus, some linear algebra exposure, some control.",4 weeks,FREE,Introduction to State Space Control,Engineering,4-6 hours per week,https://www.edx.org/course/introduction-state-space-control-mitx-6-302-1x,Intermediate,MITx
"Learn about DNA structure, how atoms are bonded to make DNA molecules and the periodic table, through Nobel lectures and key scientific papers.",None,4 weeks,FREE,DNA and Atoms: The Secret of Life,Chemistry,4-5 hours per week,https://www.edx.org/course/dna-atoms-secret-life-snux-snum1409-000300-1x,Introductory,SNUx
Learn about built environments in Asia and how we can better conserve and sustain vernacular architecture in the future. äº†è§£äº_æ´_ç_„å»ºç_‘ç_¯å¢ƒä»¥åè_æœªæù¥å_‚ä_•æ›´å¥_åœ°ä¿ùæ__å’Œç»´æŒÅä_¡åœŸå»ºç_‘ã€‚,Missing,5 weeks,FREE,"Vernacular Architecture of Asia: Tradition, Modernity and Cultural Sustainability | äº_æ´_æœ¬åœŸå»ºç_‘ï__ ä_ ç»Ÿï_Œç_°ä»£ä¸_æ–‡åŒ–ç_„åè¯æŒÅç»_åè‘å±•",Architecture,2-3 hours per week,https://www.edx.org/course/vernacular-architecture-asia-tradition-hkux-hku02-2x,Introductory,HKUx
Learn how to use creative technologies to make your own music and get a step closer to a career in music.,None,6 weeks,FREE,Music Technology Foundations,Music,2-3 hours per week,https://www.edx.org/course/music-technology-foundations-adelaidex-musonicx,Introductory,AdelaideX
"Learn about Hector Berliozâ€™s Symphonie Fantastique, an iconic Romantic symphony that ushered in an era of narrative â€œprogram music.â€ù",None,3 weeks,FREE,First Nights: Berliozâ€™s Symphonie Fantastique and Program Music in the 19th Century,Music,2-3 hours per week,https://www.edx.org/course/first-nights-berliozs-symphonie-harvardx-mus24-4x,Introductory,HarvardX
"This course provides a practical overview for selecting, implementing, and evaluating educational technology initiatives.","This course is part of the EdTech XSeries from the MIT Education Arcade. There are no prerequisites for 11.133x, but interested participants may look at the archived version of 11.132x: Design and Development of Educational Technology. ",7 weeks,FREE,Implementation and Evaluation of Educational Technology,Education & Teacher Training,4-5 hours per week,https://www.edx.org/course/implementation-evaluation-educational-mitx-11-133x-0,Intermediate,MITx
"Learn about the rich diversity of Hindu sacred texts â€“ hymns, narratives, philosophical thought â€“ and their interpretations.",None,4 weeks,FREE,Hinduism Through Its Scriptures,Humanities,6-10 hours per week,https://www.edx.org/course/hinduism-through-its-scriptures-harvardx-hds3221-5x,Introductory,HarvardX
"Learn how the EU affects your human rights and gain insights into the ways the EU can enhance its positive impact on human rights worldwide.
 ","No pre-requisites, but people with previous knowledge of the EU and Human Rights will be able to follow the lectures and do the readings.",7 weeks,FREE,The EU and Human Rights,Law,4-6 hours per week,https://www.edx.org/course/eu-human-rights-kuleuvenx-euhurix-0,Intermediate,KULeuvenX
"Discover how Islamic civilization has influenced world culture, specifically in the fields of science, architecture, and mathematics.",Missing,4 weeks,FREE,The Legacy of Islamic Civilization,History,2 hours per week,https://www.edx.org/course/legacy-islamic-civilization-bax-bax2,Introductory,BAx
Explore the fundamental computing technology inside smartphones and the advanced techniques that make them run so fast.,High school mathematics background in algebra and number systems,10 weeks,FREE,The Computing Technology Inside Your Smartphone,Computer Science,6 hours per week,https://www.edx.org/course/computing-technology-inside-smartphone-cornellx-engri1210x-0,Introductory,CornellX
A quantitative introduction to the energy system and its environmental impacts.,"To get the most out of this course you should be familiar with chemistry and physics at the high school level, as well as basic algebra. That said, the majority of the course is accessible to anyone. For example, even if you donâ€™t understand our descriptions of how solar panels work you can still follow much of the discussion on solar subsidies.",10 weeks,FREE,Energy Within Environmental Constraints,Environmental Studies,3-5 hours per week,https://www.edx.org/course/energy-within-environmental-constraints-harvardx-engsci137x,Introductory,HarvardX
Learn basic engineering mathematics and how to apply basic mathematics to solve engineering problems.,"High school mathematics including basic concepts of algebra, trigonometry, geometry and calculus.",8 weeks,FREE,Introduction to Engineering Mathematics with Applications,Math,4-6 hours per week,https://www.edx.org/course/introduction-engineering-mathematics-utarlingtonx-engr3-0x,Introductory,UTArlingtonX
"Learn about the Quran, the central sacred text of Islam, through an exploration of the rich diversity of roles and interpretations in Muslim societies.",Missing,4 weeks,FREE,Islam Through Its Scriptures,Humanities,6-10 hours per week,https://www.edx.org/course/islam-through-its-scriptures-harvardx-hds-3221-4x,Introductory,HarvardX
"Explore Shakespeare's mature plays of tragic love, Othello and King Lear, and learn what makes them so powerful and enduring.",,4 weeks,FREE,Shakespeare on the Page and in Performance: Tragic Love,Literature,4-5 hours per week,https://www.edx.org/course/shakespeare-page-performance-tragic-love-wellesleyx-shkspr02x,Introductory,WellesleyX
"Learn about the rich and diverse beliefs and practices of Buddhists across time and place. Experience Buddhism through its scriptures, both relationally as well as academically.",None,4 weeks,FREE,Buddhism Through Its Scriptures,Humanities,6-10 hours per week,https://www.edx.org/course/buddhism-through-its-scriptures-harvardx-hds3221-3x,Introductory,HarvardX
"Learn about entanglement and Bell inequalities, representations and addition of angular momentum, and central potentials.",,5 weeks,FREE,Mastering Quantum Mechanics Part 3: Entanglement and Angular Momentum,Physics,12 hours per week,https://www.edx.org/course/mastering-quantum-mechanics-part-3-mitx-8-05-3x,Intermediate,MITx
"A practical introduction to game design and game design concepts, emphasizing the basic tools of game design: paper and digital prototyping, design iteration, and user testing.",Familiarity with board and video games; interest in designing and understanding how games work. Willing to learn and use a simple game programming language.,7 weeks,FREE,Introduction to Game Design,Education & Teacher Training,8-10 hours per week,https://www.edx.org/course/introduction-game-design-mitx-11-126x-0,Introductory,MITx
"Explore Shakespeare's plays of young love, Romeo & Juliet and A Midsummer Nightâ€™s Dream, to learn what makes them so compelling and magical.",,3 weeks,FREE,Shakespeare on the Page and in Performance: Young Love,Literature,4-5 hours per week,https://www.edx.org/course/shakespeare-page-performance-young-love-wellesleyx-shkspr01x,Introductory,WellesleyX
"Learn about Claudio Monteverdiâ€™s Lâ€™Orfeo, one of the first operas ever written.",None,3 weeks,FREE,First Nights: Monteverdiâ€™s Lâ€™Orfeo and the Birth of Opera,Music,2-3 hours per week,https://www.edx.org/course/first-nights-monteverdis-lorfeo-birth-harvardx-mus24-1x,Introductory,HarvardX
Learn about the role accounting plays in an organization and how to prepare and analyze financial statements. ,Basic English,5 weeks,FREE,Introduction to Accounting - Part 1: Basics of Financial Statements,Business & Management,4-5 hours/week,https://www.edx.org/course/introduction-accounting-part-1-basics-iimbx-ac101-1x-0,Introductory,IIMBx
"An in-depth analysis of the origin of extraordinary sensitivity, fundamental limits, and operating principles of modern biosensors. ","College Freshman/sophomore level preparation in physics, chemistry, and mathematics.",10 weeks,FREE,Principles of Electronic Biosensors,Electronics,5 - 6 hours per week,https://www.edx.org/course/principles-electronic-biosensors-purduex-nano535x,Intermediate,PurdueX
"Learn about the political, social, and economic changes in the Union and the Confederacy and the Civil Warâ€™s long-term economic and intellectual impact.","None
 ",9 weeks,FREE,The Civil War and Reconstruction â€“ 1865-1890: The Unfinished Revolution,History,6-8 hours per week,https://www.edx.org/course/civil-war-reconstruction-1865-1890-columbiax-hist1-3x,Intermediate,ColumbiaX
The final course in a comprehensive series designed to prepare you for the AP Biology exam.,None.,4 weeks,FREE,APÂ® Biology - Part 5: Review and Exam Preparation,Biology & Life Sciences,2 - 4 hours per week,https://www.edx.org/course/apr-biology-part-5-review-exam-ricex-advbio-5x-0,Introductory,RiceX
"The fourth of four courses in a dynamic, comprehensive series that provides a solid base in introductory physics and helps prepare you for the AP Physics 1 Exam. Free textbook included!",Missing,4 weeks,FREE,APÂ® Physics 1 - Part 4: Exam Prep,Physics,4-6 hours/week,https://www.edx.org/course/apr-physics-1-part-4-exam-prep-ricex-advphy1-4x,Introductory,RiceX
Explore the theories of copyright and trademark laws and policy implications in this IP law course.,None,7 weeks,FREE,Intellectual Property Law and Policy - Part 2: Copyright and Trademark Laws,Law,2-3 hours/week,https://www.edx.org/course/intellectual-property-law-policy-part-2-pennx-iplaw2x,Intermediate,PennX
"Learn about Christianity through a study of its sacred scriptures. We will explore how diverse Christians have interpreted these writings and practiced their teachings over a 2000 year, global history.",Missing,4 weeks,FREE,Christianity Through Its Scriptures,Humanities,6-10 hours per week,https://www.edx.org/course/christianity-through-its-scriptures-harvardx-hds-3221-2x,Introductory,HarvardX
Understanding challenges and solutions to global health issues from an inter-disciplinary perspective.,,6 weeks,FREE,An Introduction to Global Health,Health & Safety,2-5 hours/week,https://www.edx.org/course/introduction-global-health-kix-kiglobalhx,Introductory,KIx
"This course is about the pleasures of poetry, with plenty of specific examples. The underlying principle is: The more you know about an art, the more pleasure you will find in it.","No prerequisites. If anyone would like to prepare before beginning, we recommend looking at a few of the videos at www.favoritepoem.org. ",6 weeks,FREE,The Art of Poetry,Literature,Missing,https://www.edx.org/course/art-poetry-bux-arpo222x-0,Introductory,BUx
"The final course in a four part, comprehensive series designed to prepare you for the AP Environmental Science exam.",None,5 weeks,FREE,APÂ® Environmental Science - Part 4: Exam Review,Environmental Studies,2-4 hours per week,https://www.edx.org/course/apr-environmental-science-part-4-exam-ricex-advenvsci-4x-0,Introductory,RiceX
The final course in a comprehensive series designed to prepare you for the AP Physics 2 exam.,None,3 weeks,FREE,APÂ® Physics 2 â€“ Part 4: AP Review and Exam Preparation,Physics,2-4 hours per week,https://www.edx.org/course/apr-physics-2-part-4-ap-review-exam-ricex-advphy2-4x,Introductory,RiceX
"Learn about the Heisenberg uncertainty principle, quantum dynamics and two-state systems including applications to NMR and masers.",,5 weeks,FREE,Mastering Quantum Mechanics Part 2: Quantum Dynamics,Physics,12 hours per week,https://www.edx.org/course/mastering-quantum-mechanics-part-2-mitx-8-05-2x,Intermediate,MITx
Psychiatric medications are widely prescribed to treat psychological disorders. Learn how to effectively use these drugs to improve their ability to help.,Secondary school or introductory collegiate psychology course would be helpful.,4 weeks,FREE,Medicating for Mental Health: Judicious Use of Psychiatric Drugs,Biology & Life Sciences,3 - 6 hours/week,https://www.edx.org/course/medicating-mental-health-judicious-use-colgatex-psycrx-0,Intermediate,ColgateX
"Learn how the art, architecture, and urban form of Renaissance and Baroque Rome projected the cityâ€™s image of itself to its citizens and the world.",None,6 weeks,FREE,The Meaning of Rome: The Renaissance and Baroque City,Architecture,4-6 hours per week,https://www.edx.org/course/meaning-rome-renaissance-baroque-city-notredamex-arc110x,Intermediate,NotreDameX
"Jorge Luis Borges, the great Argentine writer, said that no one should deny themselves the pleasure of reading Dante's Divine Comedy. In this course, you will discover precisely what Borges meant.",None,8 weeks,FREE,"The Divine Comedy: Dante's Journey to Freedom, Part 1",Humanities,8 - 10 hours/week,https://www.edx.org/course/divine-comedy-dantes-journey-freedom-georgetownx-humx421-02x,Introductory,GeorgetownX
"In this class, we will study the principles of public speaking, and critically examine our own and othersâ€™ speeches through interactive practice.",,10 weeks,Missing,Introduction to Public Speaking,Communication,3-5 hours per week,https://www.edx.org/course/introduction-public-speaking-uwashingtonx-comm220x2,Introductory,UWashingtonX
"With social media and a 24/7 news cycle, how do we â€” as news consumers â€” make sense of what we hear and read? At a time when we are flooded with an abundance of information and disinformation, it is essential for each one of us to become a more discerning news consumer.",None,5 weeks,FREE,Making Sense of News,Art & Culture,2-3 hours/week,https://www.edx.org/course/making-sense-news-hkux-hku04x-0,Introductory,HKUx
"The fourth course in a comprehensive series designed to prepare you for the AP Biology exam, focusing on ecology. ",None.,6 weeks,FREE,APÂ® Biology - Part 4: Ecology,Biology & Life Sciences,2 - 4 hours per week,https://www.edx.org/course/apr-biology-part-4-ecology-ricex-advbio-4x-0,Introductory,RiceX
"The third of four courses in a dynamic, comprehensive series that provides a solid base in introductory physics and helps prepare you for the AP Physics 1 Exam. Free textbook included!",Missing,5 weeks,FREE,APÂ® Physics 1 - Part 3: Electricity & Waves,Science,4-6 hours/week,https://www.edx.org/course/apr-physics-1-part-3-electricity-waves-ricex-advphy1-3x,Introductory,RiceX
"Learn about the physics, chemistry, biology, and geology of the earthâ€™s climate system.",,12 weeks,FREE,Global Warming Science,Physics,2-3 hours/week,https://www.edx.org/course/global-warming-science-mitx-12-340x-0,Intermediate,MITx
"Discover the concepts, theories, models, and methods used in the aerodynamic analysis and design of modern aircraft.",,16 weeks,FREE,Flight Vehicle Aerodynamics,Engineering,12 hours/week,https://www.edx.org/course/flight-vehicle-aerodynamics-mitx-16-110x-0,Intermediate,MITx
"Learn to create your own mobile app using methods from Mobile Human Computer Interaction (HCI). Transform your mobile app idea into a usable, tested product design.",None,4 weeks,FREE,Mobile Application Experiences Part 2: Mobile App Design,Computer Science,10-12 hours/week,https://www.edx.org/course/mobile-application-experiences-part-2-mitx-21w-789-2x,Advanced,MITx
"Learn the foundations of quantum mechanics, including wave mechanics, spin one-half states, linear algebra and bra-ket notation of Dirac.",,5 weeks,FREE,Mastering Quantum Mechanics Part 1: Wave Mechanics,Physics,12 hours per week,https://www.edx.org/course/mastering-quantum-mechanics-part-1-wave-mitx-8-05-1x,Intermediate,MITx
"Learn how engineering and medicine can combine to create new robotic technology.
 ",Missing,4 weeks,FREE,Cognitive Neuroscience Robotics â€“ Part A,Engineering,3 - 4 hours/week,https://www.edx.org/course/cognitive-neuroscience-robotics-part-osakaux-cnr101x,Introductory,OsakaUx
"Explore the writings of famous American authors from Ralph Waldo Emerson and Harriet Beecher Stowe to Mark Twain, and examine the historic role Dartmouth College played in their formation.",None,7 weeks,FREE,The American Renaissance: Classic Literature of the 19th Century,Literature,3-5 hours/week,https://www.edx.org/course/american-renaissance-classic-literature-dartmouthx-dart-engl-01-x,Intermediate,DartmouthX
An introductory course aimed at helping you to discover and develop your software talents to succeed within the digital world.,,8 weeks,FREE,The Software Architect Code: Building the Digital World,Computer Science,2 - 3 hours/week,https://www.edx.org/course/software-architect-code-building-digital-uc3mx-inf-1x,Introductory,UC3Mx
"Explore the critical questions posed by how the social, economic, and technological realms of the modern world interconnect.","High school algebra, some background in probability.",10 weeks,FREE,"Networks, Crowds and Markets",Computer Science,Estimated effort: 4â€“5 hours per week.,https://www.edx.org/course/networks-crowds-markets-cornellx-info2040x-2,Introductory,CornellX
Reimagine global health problems with some of the leading global health thinkers and actors through a case-based biosocial framework.,None,12 weeks,FREE,Global Health Case Studies from a Biosocial Perspective,Health & Safety,4 hours/week,https://www.edx.org/course/global-health-case-studies-biosocial-harvardx-sw25x-0,Introductory,HarvardX
Learn from an award-winning master photographer how to create stunning images of science and engineering.,"While previous experience with a camera will be helpful, it is not essential. Assignments will require some access to equipment; please refer to the course description for full information.",6 weeks,FREE,Making Science and Engineering Pictures: A Practical Guide to Presenting Your Work,Communication,3 hours/week,https://www.edx.org/course/making-science-engineering-pictures-mitx-0-111x,Introductory,MITx
"Learn about human evolution and primatology, the scientific study of primates.",None,Missing,FREE,Evolution of the Human Sociality: A Quest for the Origin of Our Social Behavior,Science,2 - 3 hours/week,https://www.edx.org/course/evolution-human-sociality-quest-origin-kyotoux-000x,Introductory,KyotoUx
"From da Vinci to Zhang Xu, Wu Daozi and Warhol, explore immortal works of Western and Chinese art and gain an appreciation of culture, history and civilization.",Basic knowledge of Chinese and Western history and art history required.,16 weeks,FREE,Western and Chinese Art: Masters and Classics,Art & Culture,1 hour/week,https://www.edx.org/course/western-chinese-art-masters-classics-tsinghuax-00691153x,Introductory,TsinghuaX
è¿™é—¨è¯_ç¨‹å°†å¸®å_©å__ç”Ÿå__ä_ å_‚ä_•è¿êç”¨æ•°æç®ç»“æ_„å’Œç®—æ_•è§£å†_å_çæù‚ç_„å®_é™…é—®é¢˜ã€‚ | This course will help students learn to use data and algorithms to solve complex real-world problems.,,8 weeks,FREE,æ•°æç®ç»“æ_„ä¸_ç®—æ_•ç¬¬äºŒéƒ¨åˆ† | Data Structures and Algorithms Part 2,Computer Science,4 - 8 hours/week | å°èæ—¶ï_èå‘¨,https://www.edx.org/course/shu-ju-jie-gou-yu-suan-fa-di-er-bu-fen-pekingx-04830050-2x,Advanced,PekingX
"Introduction to the ways that business is related to, and interacts with, individuals, groups and institutions in the current U.S. environment.",None.,4 weeks,FREE,Business and its Environment: An Overview of Business and the Role of Finance in Business,Business & Management,2-3 hours/week,https://www.edx.org/course/business-its-environment-overview-oecx-bp111x,Introductory,OECx
"Improve critical thinking about healthcare entrepreneurship by reading, discussing, and analyzing case studies and writing a business plan.",,9 weeks,FREE,Innovating in Health Care,Business & Management,6-8 hours/week,https://www.edx.org/course/innovating-health-care-harvardx-bus5-1,Intermediate,HarvardX
"This short math course will help students who have taken a precalculus course succeed in more advanced calculus courses, including AP Calculus AB and AP Calculus BC.","Completion of a high school precalculus class, including familiarity with trigonometric functions, exponents & logarithms, sequences & series. A basic knowledge of limits is helpful, but not required.",6 weeks,FREE,On-Ramp to AP* Calculus,Math,4-5 hours per week,https://www.edx.org/course/ramp-ap-calculus-weston-high-school-calc360x,Introductory,Weston High School
"Learn functional programming, design patterns, loop invariants, and more in part 2 of this introductory programming course.","â€œComputing: Art, Magic, Scienceâ€ù (CAMS 1), or equivalent familiarity with topics covered there",6 weeks,FREE,"Computing: Art, Magic, Science - Part II",Computer Science,5 - 10 hours/week,https://www.edx.org/course/computing-art-magic-science-part-ii-ethx-cams-ii-x,Introductory,ETHx
Learn the basics of Information Technology and how to write quality programs in this introductory computer science course.,None,7 weeks,FREE,"Computing: Art, Magic, Science",Computer Science,5 - 10 hours/week,https://www.edx.org/course/computing-art-magic-science-ethx-cams-2x,Introductory,ETHx
Learn about bridge design and discover how structural engineering is a creative discipline and art form.,Missing,9 weeks,FREE,The Art of Structural Engineering: Bridges,Engineering,2-3 hours per week,https://www.edx.org/course/art-structural-engineering-bridges-princetonx-cee262-1x,Introductory,PrincetonX
Uncover the meaning behind the art of the great painters from 1400 to 1800.,None.,9 weeks,FREE,European Paintings: From Leonardo to Rembrandt to Goya,Art & Culture,3 hours/week,https://www.edx.org/course/european-paintings-leonardo-rembrandt-uc3mx-ceh-1-enx,Introductory,UC3Mx
The purpose of this course is to introduce students to the major social variables that affect population health.,,12 weeks,FREE,Health and Society,Health & Safety,2.5-5 hours.,https://www.edx.org/course/health-society-harvardx-ph201x,Introductory,HarvardX
Learn the essentials of U.S. health care policy from some of the nation's top experts.,,13 weeks,FREE,United States Health Policy,Health & Safety,4 hours/week,https://www.edx.org/course/united-states-health-policy-harvardx-ph210x,Introductory,HarvardX
"This course introduces the complex, but critical, concepts of sustainability and resilience and examines your impact on our environment.",None,5 weeks,Missing,"Sustainability, Resilience, and Society",Social Sciences,2-3 hours per week,https://www.edx.org/course/sustainability-resilience-society-uwashingtonx-anth378x,Introductory,UWashingtonX
Learn the evidence-based models to promote social-emotional development for young children.,None.,9 weeks,Missing,Positive Behavior Support for Young Children,Communication,3-4 hours per week,https://www.edx.org/course/positive-behavior-support-young-children-uwashingtonx-ecfs312x-0,Introductory,UWashingtonX
This course gives you the permission to take care of yourself by learning the skills to manage stress and optimize wellbeing.,None.,8 weeks,Missing,Becoming a Resilient Person - The Science of Stress Management,Communication,2 - 3 hours per week,https://www.edx.org/course/becoming-resilient-person-science-stress-uwashingtonx-ecfs311x-0,Introductory,UWashingtonX
"Pursue a verified certificate for a chance to share your final project and receive $5,000 USD to implement your wireless idea to improve your community!",None,6 weeks,FREE,"Understanding Wireless: Technology, Economics, and Policy",Business & Management,5 - 7 hours per week,https://www.edx.org/course/understanding-wireless-technology-notredamex-eg240x,Introductory,NotreDameX
Enter the world of signal processing: analyze and extract meaning from the signals around us!,,5 weeks,FREE,"Discrete Time Signals and Systems, Part 2: Frequency Domain",Engineering,8 hours per week,https://www.edx.org/course/discrete-time-signals-systems-part-2-ricex-elec301-2x,Intermediate,RiceX
Enter the world of signal processing: analyze and extract meaning from the signals around us!,,5 weeks,FREE,"Discrete Time Signals and Systems, Part 1: Time Domain",Engineering,8 hours per week,https://www.edx.org/course/discrete-time-signals-systems-part-1-ricex-elec301-1x,Advanced,RiceX
Study how first-person testimonial by incarcerated people writing about their experience insideâ€”prisoner witnessâ€”can help us in understanding the American prison system. ,None.,6 weeks,FREE,Incarceration's Witnesses: American Prison Writing,Humanities,3 to 4 hours per week,https://www.edx.org/course/incarcerations-witnesses-american-prison-hamiltonx-eng142x,Introductory,HamiltonX
An introduction to Shakespeare that combines literary study with theatrical analysis to understand both Shakespeareâ€™s continuing popularity and his greatness.,,12 weeks,FREE,Shakespeare: On the Page and in Performance,History,4-5 Hours per week,https://www.edx.org/course/shakespeare-page-performance-wellesleyx-eng112x,Introductory,WellesleyX
"Debate the polarized issues of education reform with experts from the field, and learn about the history of American public schooling.",None.,12 weeks,FREE,Critical Issues in Urban Education,Education & Teacher Training,2 - 5 hours per week,https://www.edx.org/course/critical-issues-urban-education-uchicagox-ed179x,Introductory,UChicagoX
"Master the tools of predictive analytics in this statistics based analytics course.
 ",,7 weeks,FREE,Predictive Analytics,Data Analysis & Statistics,4 - 5 hours/week,https://www.edx.org/course/predictive-analytics-iimbx-qm901x,Advanced,IIMBx
"Learn from Hokkaido University in Japan about the detection, measurement, chemistry, and effects of radiation in industry, medicine, and society.","None, but basic knowledge of high school physics and chemistry is preferred.",4 weeks,FREE,Effects of Radiation: An Introduction to Radiation and Radioactivity,Science,2-4 hours/week,https://www.edx.org/course/effects-radiation-introduction-radiation-oecx-radio101x,Introductory,OECx
This course explores Hip Hop culture's religious dimensions through its musical language-rap music.,None.,6 weeks,FREE,Religion and Hip Hop Culture,Music,2 - 5 hours per week,https://www.edx.org/course/religion-hip-hop-culture-ricex-reli157x,Introductory,RiceX
"Religions are deeply, stubbornly physical and sensual. This course aims to re-imagine our understanding of religion by grounding traditions in physical encounters between human bodies and sensual objects.",None.,7 weeks,FREE,Spirituality and Sensuality: Sacred Objects in Religious Life,Humanities,3 - 4 hours/week,https://www.edx.org/course/spirituality-sensuality-sacred-objects-hamiltonx-relst005-5x,Introductory,HamiltonX
"Learn evidence-based strategies for emotional resilience and supervision that will help you finish your PhD or research degree. 
 ",,10 weeks,FREE,How to Survive Your PhD,Education & Teacher Training,2 hours/week,https://www.edx.org/course/how-survive-phd-anux-rsit-01x,Advanced,ANUx
Take action for human rights. Learn to defend human rights by understanding the right to freedom of expression.,No previous knowledge is needed. ,3 weeks,FREE,Human Rights: The Right to Freedom of Expression,Social Sciences,3 - 5 hours/week,https://www.edx.org/course/human-rights-right-freedom-expression-amnesty-internationalx-rights1x,Introductory,Amnesty InternationalX
"An introduction to sabermetrics, baseball analytics, data science, the R Language, and SQL. ",None. This course is open to anyone!,10 weeks,FREE,Sabermetrics 101: Introduction to Baseball Analytics,Data Analysis & Statistics,6-8 hours,https://www.edx.org/course/sabermetrics-101-introduction-baseball-bux-sabr101x-0,Introductory,BUx
"Grasp physics from everyday experience. This course covers the basics of Newtonian mechanics, including oscillations and wave phenomena.",None.,8 weeks,FREE,Introductory Physics â€” Part 1: Mechanics and Waves,Physics,About 10 hours/week,https://www.edx.org/course/introductory-physics-part-1-mechanics-snux-snu034-005-1x,Introductory,SNUx
"Explore the genesis, expansion, projection and challenges of the Chinese World Order in China and East Asia. ",None,7 weeks,FREE,International Politics in the Korean Peninsula â€“ Part 2,History,4-5 hours/week,https://www.edx.org/course/international-politics-korean-peninsula-snux-snu216b-226-2x,Introductory,SNUx
A mathematical introduction to the mechanics and control of robots.,,6 weeks,FREE,"Robot Mechanics and Control, Part I",Electronics,5-8 hours/week; 2-3 hours for lectures; 3-5 hours for homework/self-study,https://www.edx.org/course/robot-mechanics-control-part-i-snux-snu446-345-1x,Advanced,SNUx
A mathematical introduction to the mechanics and control of robots.,None.,8 weeks,FREE,"Robot Mechanics and Control, Part II",Computer Science,5 - 8 hours/week,https://www.edx.org/course/robot-mechanics-control-part-ii-snux-snu446-345-2x,Advanced,SNUx
"Is your relationship with statistics dysfunctional? We can help: Get to know stats, build a healthy bond, and maybe even fall in love!",None,9 weeks,FREE,"I ""Heart"" Stats: Learning to Love Statistics",Math,4 - 6 hours/week,https://www.edx.org/course/i-heart-stats-learning-love-statistics-notredamex-soc120x,Introductory,NotreDameX
The aim of this course is to teach the foundations of functional programming and how to apply them in the real world.,,7 weeks,FREE,Introduction to Functional Programming,Computer Science,4 - 6 hours/week,https://www.edx.org/course/introduction-functional-programming-delftx-fp101x-0,Introductory,DelftX
Gain a broad-based understanding of warfare in ancient Greece through Homerâ€™s account of the Trojan War in the Iliad. ,None.,6 weeks,FREE,Greeks at War: Homer at Troy,Humanities,2 - 5 hours per week,https://www.edx.org/course/greeks-war-homer-troy-colgatex-gw101x,Introductory,ColgateX
The course â€œEarly Christianity: The Letters of Paulâ€ù explores the context of these letters in the Roman Empire and the impact of these powerful texts today.,,12 weeks,FREE,Early Christianity: The Letters of Paul,History,Missing,https://www.edx.org/course/early-christianity-letters-paul-harvardx-hds1544-1x,Introductory,HarvardX
"Discover how the issue of slavery came to dominate American politics, and how political leaders struggled and failed to resolve the growing crisis in the nation.",None,10 weeks,FREE,The Civil War and Reconstruction - 1850-1861: A Nation Divided,History,6-8 hours per week,https://www.edx.org/course/civil-war-reconstruction-1850-1861-columbiax-hist1-1x-1,Introductory,ColumbiaX
